                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.68691,                  1.492,                0.66411,                0.99454,                0.44748,                0.15952,                0.15852,                0.11883,                0.50369,                 0.1337,                0.13961,                0.09882,                 1.4187,                 3.9552,                  2.283,                 1.6049,             0.00021678,             0.00021678,             0.00021678
                    100,                0.68383,                 1.4856,                0.66566,                 0.9964,                0.45074,                 0.1653,                0.16129,                0.12542,                0.40818,                0.14844,                0.14321,                0.10355,                 1.4083,                 4.0951,                 2.2696,                 1.5898,             0.00021471,             0.00021471,             0.00021471
                    101,                0.67643,                 1.4384,                0.65126,                  0.987,                0.45397,                0.16181,                0.15962,                0.11908,                0.41532,                 0.1464,                0.13958,                 0.0985,                 1.4413,                 4.1148,                 2.2581,                 1.6268,             0.00021265,             0.00021265,             0.00021265
                    102,                0.67466,                 1.4749,                0.65942,                0.99418,                0.42826,                 0.1578,                0.15699,                0.11889,                0.44025,                0.13829,                0.14057,                0.09981,                 1.4226,                 4.0994,                 2.2797,                  1.618,             0.00021059,             0.00021059,             0.00021059
                    103,                0.67306,                 1.4936,                0.66124,                 0.9899,                0.47787,                0.15043,                0.15201,                0.11556,                0.48297,                0.13701,                0.13589,                0.09597,                 1.4559,                 4.0383,                 2.3386,                 1.6362,             0.00020852,             0.00020852,             0.00020852
                    104,                0.66523,                 1.4466,                0.64395,                0.99106,                0.45669,                0.15434,                0.15442,                0.11594,                0.50216,                0.13533,                0.14056,                0.09805,                 1.4195,                  4.063,                 2.3048,                 1.6009,             0.00020646,             0.00020646,             0.00020646
                    105,                0.66871,                 1.4665,                0.65502,                0.99719,                0.42297,                0.15407,                0.15445,                0.11623,                0.48108,                0.13369,                0.13621,                0.09527,                  1.415,                 3.9932,                 2.3171,                 1.5964,             0.00020439,             0.00020439,             0.00020439
                    106,                0.66986,                 1.4641,                0.64446,                0.99144,                0.42541,                0.15832,                0.15362,                0.11925,                0.41807,                0.14055,                0.13868,                0.09855,                 1.4229,                 3.9555,                 2.3152,                 1.6049,             0.00020233,             0.00020233,             0.00020233
                    107,                0.66779,                 1.4391,                0.64554,                0.98345,                0.44803,                0.15488,                0.14962,                0.11509,                0.45023,                0.14388,                0.13716,                0.09724,                 1.4318,                      4,                 2.3524,                 1.6281,             0.00020026,             0.00020026,             0.00020026
                    108,                0.67253,                  1.461,                0.64346,                0.98854,                0.49035,                0.15407,                0.15562,                0.11895,                 0.5076,                 0.1365,                0.14288,                0.10221,                  1.442,                 4.0567,                 2.3502,                 1.6288,              0.0001982,              0.0001982,              0.0001982
                    109,                0.65405,                 1.4127,                0.62545,                0.98734,                0.44562,                0.15455,                0.15314,                0.11721,                0.46626,                0.13782,                0.13787,                0.09869,                 1.4417,                 4.0575,                 2.3442,                 1.6479,             0.00019614,             0.00019614,             0.00019614
                    110,                0.64998,                 1.4209,                0.61374,                0.98182,                 0.4493,                 0.1545,                0.15353,                 0.1167,                0.41057,                0.13913,                0.13717,                0.09762,                 1.4252,                 4.0316,                 2.3424,                 1.6274,             0.00019407,             0.00019407,             0.00019407
                    111,                0.65144,                 1.4126,                0.61683,                0.98175,                0.51657,                0.14754,                0.15385,                0.11689,                0.48605,                0.13391,                0.13767,                0.09787,                 1.4266,                 4.0413,                 2.3514,                 1.6358,             0.00019201,             0.00019201,             0.00019201
                    112,                0.65956,                 1.4131,                 0.6218,                0.97935,                0.49757,                0.15049,                0.15389,                0.11663,                0.45184,                 0.1372,                0.13895,                0.09797,                 1.4246,                 4.0385,                 2.3653,                 1.6149,             0.00018994,             0.00018994,             0.00018994
                    113,                0.64918,                 1.4321,                 0.6096,                0.98542,                0.56763,                0.14978,                0.16084,                0.12247,                0.53137,                0.13996,                0.14564,                0.10428,                 1.3995,                 3.9626,                 2.3151,                  1.594,             0.00018788,             0.00018788,             0.00018788
                    114,                0.64528,                  1.405,                 0.5995,                0.97477,                 0.5398,                 0.1569,                0.16433,                0.12235,                0.51364,                0.14142,                0.14578,                0.10104,                 1.4192,                 4.0296,                 2.2975,                  1.634,             0.00018582,             0.00018582,             0.00018582
                    115,                0.64359,                 1.4032,                0.60785,                0.97777,                0.51844,                0.15543,                0.15869,                0.11923,                0.50208,                0.14109,                0.14247,                0.09878,                 1.4391,                 4.1307,                 2.3183,                 1.6478,             0.00018375,             0.00018375,             0.00018375
                    116,                0.62998,                   1.39,                0.60205,                0.97108,                0.47836,                0.16219,                 0.1647,                0.12359,                0.45002,                 0.1433,                0.14634,                0.10516,                 1.4338,                 4.0504,                 2.3573,                 1.6195,             0.00018169,             0.00018169,             0.00018169
                    117,                0.64546,                 1.3683,                0.60564,                 0.9752,                 0.5021,                0.15601,                 0.1633,                0.12437,                 0.4591,                0.14378,                0.14769,                0.10516,                 1.4207,                 4.1302,                 2.3422,                 1.6176,             0.00017962,             0.00017962,             0.00017962
                    118,                0.63286,                 1.3825,                0.58978,                0.96818,                0.50568,                0.15093,                 0.1541,                0.11587,                0.47304,                0.13886,                 0.1398,                0.09741,                 1.4386,                 4.2077,                 2.3769,                  1.622,             0.00017756,             0.00017756,             0.00017756
                    119,                0.63332,                 1.3897,                 0.5945,                0.96747,                0.50048,                0.15923,                0.16251,                0.12272,                0.48203,                0.14382,                0.14443,                0.10302,                 1.4231,                 4.0615,                 2.3386,                 1.6244,             0.00017549,             0.00017549,             0.00017549
                    120,                0.62215,                 1.4105,                0.58639,                0.96176,                 0.5015,                0.14953,                0.15405,                0.11891,                0.46532,                0.13937,                0.13901,                0.09951,                 1.4065,                 4.0157,                 2.3529,                 1.5968,             0.00017343,             0.00017343,             0.00017343
                    121,                0.62868,                 1.3802,                0.58707,                0.96859,                0.51194,                0.14903,                0.15777,                0.12117,                0.47559,                0.13618,                0.14168,                0.10118,                 1.4127,                 3.9998,                 2.3875,                 1.5865,             0.00017137,             0.00017137,             0.00017137
                    122,                0.63382,                 1.3868,                0.58163,                0.96378,                0.46681,                0.15521,                0.15637,                0.11875,                0.42977,                0.14117,                0.14161,                 0.1018,                 1.4438,                  4.078,                 2.4657,                 1.6467,              0.0001693,              0.0001693,              0.0001693
                    123,                0.61874,                 1.3629,                0.57729,                0.96542,                 0.4804,                0.15553,                0.15884,                 0.1188,                0.47791,                0.13832,                 0.1427,                0.10041,                 1.4429,                 4.0991,                 2.4242,                 1.6612,             0.00016724,             0.00016724,             0.00016724
                    124,                0.62101,                 1.3641,                0.56454,                0.96079,                 0.4448,                0.14998,                0.15621,                0.11698,                 0.4287,                0.13642,                0.14089,                0.09905,                 1.4436,                 4.1136,                 2.4053,                 1.6427,             0.00016517,             0.00016517,             0.00016517
                    125,                0.61854,                 1.3511,                0.57567,                0.96948,                0.50318,                0.15245,                0.15073,                0.11488,                0.45481,                  0.137,                0.13204,                0.09568,                 1.4215,                 4.0506,                 2.4374,                  1.629,             0.00016311,             0.00016311,             0.00016311
                    126,                0.61958,                 1.3643,                0.58199,                0.96497,                0.49384,                0.15331,                0.15745,                0.12104,                 0.4816,                0.13891,                0.14128,                0.10169,                 1.4315,                  4.161,                 2.4039,                 1.6516,             0.00016105,             0.00016105,             0.00016105
                    127,                0.62363,                 1.3774,                0.57608,                0.96826,                 0.4873,                0.15099,                0.15633,                0.11977,                0.53638,                0.13544,                0.14207,                0.10109,                 1.4304,                  4.146,                 2.4505,                 1.6489,             0.00015898,             0.00015898,             0.00015898
                    128,                0.61085,                 1.3384,                0.55994,                0.95599,                 0.4934,                0.15255,                0.15695,                0.11988,                0.51745,                 0.1396,                0.14306,                0.09935,                 1.4183,                 4.1497,                 2.4141,                 1.6067,             0.00015692,             0.00015692,             0.00015692
                    129,                0.61452,                 1.3464,                0.55551,                0.95836,                 0.5139,                0.14808,                0.15378,                0.11779,                0.48732,                0.13691,                0.13927,                0.09912,                 1.4143,                 4.1635,                 2.4524,                 1.6163,             0.00015485,             0.00015485,             0.00015485
                    130,                0.60937,                  1.324,                0.55243,                0.96226,                0.50076,                0.15276,                0.15643,                0.11779,                0.46335,                0.13965,                0.13921,                 0.0977,                 1.4194,                 4.2103,                 2.4543,                 1.6333,             0.00015279,             0.00015279,             0.00015279
                    131,                0.60329,                 1.3126,                0.55435,                0.96143,                0.52187,                0.15014,                0.15549,                0.11827,                 0.4953,                0.13555,                0.13917,                0.09814,                 1.4404,                 4.1722,                 2.4088,                 1.6337,             0.00015072,             0.00015072,             0.00015072
                    132,                0.61006,                 1.3326,                0.54384,                0.95361,                0.47642,                0.15355,                0.15538,                 0.1173,                0.44314,                 0.1397,                0.13776,                0.09786,                 1.4558,                 4.1818,                 2.4522,                 1.6583,             0.00014866,             0.00014866,             0.00014866
                    133,                0.59502,                 1.2969,                0.54594,                0.94996,                 0.4774,                0.15824,                0.15706,                0.12081,                0.45184,                0.14211,                0.13989,                 0.0997,                 1.4273,                 4.2869,                 2.4039,                 1.6391,              0.0001466,              0.0001466,              0.0001466
                    134,                0.58734,                  1.281,                0.53202,                0.94843,                0.49005,                0.15331,                 0.1561,                0.11984,                0.46589,                0.14361,                 0.1418,                0.10054,                 1.4433,                 4.2795,                 2.4524,                  1.656,             0.00014453,             0.00014453,             0.00014453
                    135,                0.59846,                 1.3153,                0.54436,                0.95078,                0.52383,                0.15153,                0.15955,                 0.1238,                0.49382,                0.13902,                0.14369,                0.10475,                 1.4178,                 4.3052,                 2.3988,                 1.6254,             0.00014247,             0.00014247,             0.00014247
                    136,                0.59426,                 1.3089,                0.54384,                0.95333,                 0.4877,                0.15028,                0.15753,                0.12162,                0.47507,                0.13629,                0.14203,                0.10356,                 1.4079,                 4.1826,                  2.396,                 1.6301,              0.0001404,              0.0001404,              0.0001404
                    137,                0.59411,                 1.3034,                0.53878,                0.95359,                0.48714,                0.15395,                 0.1573,                0.12116,                0.45881,                0.14207,                0.14229,                0.10138,                 1.4222,                 4.0995,                  2.417,                 1.6371,             0.00013834,             0.00013834,             0.00013834
                    138,                0.59167,                 1.2856,                0.52894,                0.94857,                0.44313,                0.15143,                0.15604,                 0.1175,                0.48907,                0.13874,                0.14061,                0.09877,                 1.4307,                 4.1463,                 2.4417,                 1.6311,             0.00013628,             0.00013628,             0.00013628
                    139,                0.58692,                 1.2748,                0.52121,                0.94311,                0.47125,                0.14885,                0.15559,                0.11847,                 0.4567,                0.13525,                0.14199,                0.09945,                 1.4143,                 4.1868,                 2.4772,                  1.618,             0.00013421,             0.00013421,             0.00013421
                    140,                0.58017,                 1.2905,                0.52046,                0.94238,                0.50524,                0.15251,                0.15997,                0.12088,                0.48858,                0.13918,                0.14435,                0.10178,                 1.4393,                 4.2544,                 2.4528,                 1.6291,             0.00013215,             0.00013215,             0.00013215
                    141,                0.58193,                 1.2647,                0.51965,                0.94885,                0.50518,                0.14491,                 0.1556,                 0.1218,                0.48933,                0.13719,                0.14489,                0.10296,                 1.4184,                 4.2406,                 2.4161,                 1.6297,             0.00013008,             0.00013008,             0.00013008
                    142,                0.58162,                 1.2816,                0.52187,                  0.945,                0.46145,                0.14775,                 0.1535,                0.11791,                 0.4398,                0.13676,                0.14024,                0.09967,                 1.4426,                 4.2724,                 2.5012,                 1.6369,             0.00012802,             0.00012802,             0.00012802
                    143,                0.58114,                 1.2623,                0.52276,                0.94456,                0.48559,                 0.1511,                0.16162,                0.12235,                0.46828,                0.13743,                0.14584,                0.10285,                 1.4397,                 4.2442,                 2.4616,                 1.6469,             0.00012595,             0.00012595,             0.00012595
                    144,                0.58534,                  1.266,                0.52383,                0.95107,                0.52051,                0.14842,                0.15837,                0.12023,                0.49234,                0.13838,                0.14304,                0.10125,                 1.4403,                 4.2933,                 2.4599,                 1.6384,             0.00012389,             0.00012389,             0.00012389
                    145,                0.57784,                 1.2596,                0.51418,                0.94097,                0.50711,                0.15021,                0.15685,                0.11886,                0.49249,                 0.1369,                0.14168,                0.09959,                 1.4363,                 4.2424,                 2.4536,                 1.6278,             0.00012183,             0.00012183,             0.00012183
                    146,                0.56644,                 1.2494,                0.50155,                 0.9407,                0.57376,                0.14138,                0.15574,                 0.1184,                0.53047,                 0.1326,                0.13943,                 0.0989,                 1.4318,                  4.306,                 2.5002,                 1.6211,             0.00011976,             0.00011976,             0.00011976
                    147,                0.58051,                 1.2316,                0.51367,                0.94089,                0.54312,                0.14127,                0.15714,                0.11959,                0.50658,                0.12846,                0.14168,                0.10216,                 1.4216,                 4.1948,                 2.4963,                 1.6163,              0.0001177,              0.0001177,              0.0001177
                    148,                0.57516,                 1.2943,                0.51528,                0.94051,                0.47392,                0.14871,                0.15537,                0.11887,                0.44604,                0.13458,                0.14014,                0.10059,                 1.4237,                 4.1798,                 2.4907,                 1.6298,             0.00011563,             0.00011563,             0.00011563
                    149,                 0.5596,                 1.2284,                0.50348,                0.93471,                0.45679,                0.14571,                0.15617,                0.12086,                0.50943,                 0.1305,                0.14215,                0.10301,                 1.4206,                 4.2069,                 2.4714,                 1.6349,             0.00011357,             0.00011357,             0.00011357
                    150,                0.56896,                  1.252,                0.50365,                0.94325,                0.46528,                 0.1502,                0.15909,                0.12324,                0.45695,                0.13657,                 0.1435,                0.10414,                 1.4312,                 4.1829,                 2.4956,                 1.6257,             0.00011151,             0.00011151,             0.00011151
                    151,                0.56449,                 1.2529,                0.50437,                0.93731,                0.52376,                0.14557,                0.15637,                0.12187,                 0.4876,                0.13514,                0.14208,                0.10304,                 1.4095,                 4.1911,                 2.4396,                 1.6146,             0.00010944,             0.00010944,             0.00010944
                    152,                0.56802,                 1.2412,                0.50017,                0.94065,                0.51071,                0.14563,                0.15579,                0.12114,                0.47972,                0.13313,                0.14099,                0.10248,                  1.411,                 4.2327,                 2.4701,                 1.6209,             0.00010738,             0.00010738,             0.00010738
                    153,                0.56424,                 1.2077,                0.49856,                0.93583,                0.53482,                0.14311,                0.15386,                0.11906,                0.49961,                0.13393,                0.13781,                0.10088,                 1.4154,                 4.1933,                 2.5194,                  1.626,             0.00010531,             0.00010531,             0.00010531
                    154,                0.56076,                 1.2411,                0.49225,                0.93301,                0.49748,                0.14378,                0.15671,                0.12199,                0.48172,                0.13308,                0.14258,                0.10367,                 1.4321,                 4.2722,                 2.4539,                 1.6474,             0.00010325,             0.00010325,             0.00010325
                    155,                0.56337,                 1.2389,                0.49905,                0.93203,                0.50601,                0.14432,                0.15751,                0.12216,                0.48732,                0.13311,                0.14298,                0.10414,                 1.4355,                 4.3095,                 2.4925,                 1.6414,             0.00010119,             0.00010119,             0.00010119
                    156,                0.54664,                 1.1994,                0.48282,                0.93491,                0.50708,                0.14188,                0.15664,                0.12386,                0.49633,                 0.1309,                0.14411,                0.10668,                 1.4451,                  4.274,                 2.5075,                 1.6512,             9.9121e-05,             9.9121e-05,             9.9121e-05
                    157,                0.55568,                 1.2034,                0.48213,                0.93053,                0.50591,                0.14885,                0.15852,                0.12254,                0.47676,                0.13826,                0.14482,                0.10554,                 1.4491,                 4.1409,                 2.4903,                 1.6515,             9.7057e-05,             9.7057e-05,             9.7057e-05
                    158,                0.54545,                 1.2005,                0.47352,                 0.9362,                0.55621,                0.14242,                 0.1546,                0.11909,                0.52343,                0.13164,                0.13847,                0.10139,                 1.4492,                 4.2505,                 2.5307,                 1.6498,             9.4993e-05,             9.4993e-05,             9.4993e-05
                    159,                0.55226,                 1.2103,                0.48117,                0.92832,                0.49426,                0.14733,                0.15731,                 0.1222,                0.46039,                0.13541,                0.14123,                0.10277,                 1.4284,                 4.2338,                 2.4922,                 1.6378,             9.2928e-05,             9.2928e-05,             9.2928e-05
                    160,                0.54515,                 1.2121,                0.47733,                 0.9257,                0.50751,                0.14309,                0.15485,                0.12124,                 0.4919,                0.13235,                0.14201,                0.10282,                 1.4387,                 4.1904,                 2.4734,                 1.6469,             9.0864e-05,             9.0864e-05,             9.0864e-05
                    161,                0.54688,                 1.2194,                0.47978,                0.92837,                0.50308,                0.14844,                0.16038,                0.12428,                0.47617,                 0.1328,                  0.144,                0.10488,                 1.4309,                 4.1975,                   2.48,                 1.6446,               8.88e-05,               8.88e-05,               8.88e-05
                    162,                0.55564,                 1.2241,                0.47842,                0.93026,                0.50926,                0.14718,                 0.1554,                0.12179,                0.48992,                0.13606,                0.14151,                0.10299,                 1.4397,                 4.2482,                 2.4825,                 1.6403,             8.6736e-05,             8.6736e-05,             8.6736e-05
                    163,                0.55282,                 1.2095,                0.47347,                0.92805,                0.50203,                0.14528,                0.15282,                0.11977,                0.48523,                0.13289,                0.13896,                0.10135,                  1.425,                 4.2278,                 2.5499,                 1.6229,             8.4672e-05,             8.4672e-05,             8.4672e-05
                    164,                0.55688,                 1.2258,                0.47953,                0.93147,                0.49833,                0.14443,                0.15479,                0.12133,                0.46374,                0.13461,                0.14163,                0.10299,                 1.4369,                  4.273,                 2.5149,                  1.637,             8.2608e-05,             8.2608e-05,             8.2608e-05
                    165,                0.54678,                 1.1984,                0.47433,                0.92688,                0.53454,                 0.1441,                0.15304,                0.12037,                0.50886,                0.13314,                0.13994,                0.10236,                 1.4363,                 4.3784,                  2.503,                 1.6531,             8.0544e-05,             8.0544e-05,             8.0544e-05
                    166,                0.54273,                 1.1855,                0.46453,                 0.9264,                0.50398,                0.14378,                0.15519,                0.12166,                0.46968,                0.13283,                0.14187,                0.10421,                 1.4415,                 4.3473,                 2.5491,                 1.6627,             7.8479e-05,             7.8479e-05,             7.8479e-05
                    167,                0.53166,                 1.1924,                0.46716,                  0.924,                0.50142,                0.14683,                0.15488,                0.12174,                0.50666,                0.13417,                0.13982,                0.10295,                 1.4149,                  4.315,                 2.4747,                 1.6258,             7.6415e-05,             7.6415e-05,             7.6415e-05
                    168,                0.53876,                 1.1907,                0.46928,                0.92311,                0.48549,                0.14764,                0.15689,                0.12273,                0.46573,                0.13474,                0.14147,                0.10413,                  1.406,                 4.3129,                 2.4283,                 1.6161,             7.4351e-05,             7.4351e-05,             7.4351e-05
                    169,                0.52684,                 1.1662,                0.46058,                 0.9232,                0.55547,                0.14365,                0.15932,                0.12402,                0.52225,                0.13239,                 0.1433,                0.10505,                 1.4204,                 4.2667,                 2.4516,                 1.6254,             7.2287e-05,             7.2287e-05,             7.2287e-05
                    170,                0.52371,                 1.1849,                0.44907,                0.91775,                 0.4925,                0.14629,                0.15975,                0.12432,                0.48136,                0.13144,                0.14419,                0.10547,                 1.4291,                 4.3177,                 2.4862,                 1.6446,             7.0223e-05,             7.0223e-05,             7.0223e-05
                    171,                0.52479,                  1.162,                0.44829,                0.91483,                0.48445,                0.14526,                0.15841,                0.12242,                0.46177,                0.13358,                0.14373,                0.10538,                 1.4274,                 4.3012,                 2.4775,                  1.645,             6.8159e-05,             6.8159e-05,             6.8159e-05
                    172,                0.53452,                 1.1704,                0.45551,                0.92091,                0.50042,                0.15162,                0.16235,                0.12535,                0.46624,                0.13727,                0.14565,                0.10731,                 1.4222,                 4.3532,                 2.5019,                 1.6398,             6.6095e-05,             6.6095e-05,             6.6095e-05
                    173,                0.52789,                  1.152,                0.44772,                0.91671,                0.49929,                0.14755,                0.16013,                0.12524,                0.46836,                0.13506,                 0.1437,                0.10649,                 1.4269,                 4.3394,                 2.5441,                 1.6401,              6.403e-05,              6.403e-05,              6.403e-05
                    174,                0.53003,                 1.1648,                0.45661,                0.92217,                0.53038,                0.14289,                0.15948,                0.12406,                0.49666,                0.13186,                0.14352,                0.10565,                 1.4356,                  4.342,                  2.535,                 1.6402,             6.1966e-05,             6.1966e-05,             6.1966e-05
                    175,                0.51986,                 1.1605,                0.44627,                0.91622,                0.51531,                0.14682,                0.15939,                0.12331,                0.47955,                0.13435,                 0.1425,                0.10563,                 1.4228,                 4.2886,                 2.5335,                 1.6317,             5.9902e-05,             5.9902e-05,             5.9902e-05
                    176,                0.52353,                 1.1729,                0.44754,                0.91907,                0.53568,                0.14214,                0.15909,                0.12454,                0.49646,                0.13409,                0.14305,                0.10577,                 1.4159,                 4.2781,                 2.5169,                 1.6335,             5.7838e-05,             5.7838e-05,             5.7838e-05
                    177,                0.51394,                 1.1635,                0.43952,                0.91151,                0.52401,                0.13902,                0.15743,                0.12234,                0.49727,                0.13054,                0.14183,                0.10408,                 1.4285,                 4.2723,                 2.5447,                 1.6336,             5.5774e-05,             5.5774e-05,             5.5774e-05
                    178,                0.52078,                 1.1607,                0.44481,                0.91669,                0.51044,                 0.1426,                0.15848,                0.12514,                0.48743,                0.13371,                0.14404,                0.10643,                 1.4237,                 4.2428,                 2.5353,                 1.6191,              5.371e-05,              5.371e-05,              5.371e-05
                    179,                0.51715,                 1.1498,                0.44034,                0.91561,                0.49336,                0.14615,                0.15967,                0.12521,                0.47417,                0.13303,                0.14384,                 0.1067,                 1.4204,                 4.3037,                 2.5425,                 1.6207,             5.1645e-05,             5.1645e-05,             5.1645e-05
                    180,                0.50508,                 1.1059,                0.43209,                0.91048,                0.48783,                0.14492,                0.15709,                0.12345,                 0.4615,                0.13181,                0.14137,                 0.1048,                 1.4107,                 4.3107,                 2.5251,                 1.6087,             4.9581e-05,             4.9581e-05,             4.9581e-05
                    181,                0.51137,                  1.139,                0.43402,                0.91127,                0.47541,                0.14572,                0.16054,                0.12597,                0.44746,                0.13192,                0.14252,                0.10541,                 1.4172,                 4.3079,                  2.529,                 1.6147,             4.7517e-05,             4.7517e-05,             4.7517e-05
                    182,                0.50175,                 1.1044,                0.42437,                0.91072,                0.51461,                0.14776,                0.16262,                0.12814,                0.50572,                0.13161,                 0.1454,                0.10755,                 1.4012,                 4.2917,                 2.5222,                 1.6082,             4.5453e-05,             4.5453e-05,             4.5453e-05
                    183,                0.50676,                 1.1329,                0.43001,                0.91035,                0.48589,                0.14495,                0.16019,                 0.1251,                0.46404,                 0.1324,                0.14427,                0.10524,                 1.4175,                 4.3247,                 2.5196,                 1.6325,             4.3389e-05,             4.3389e-05,             4.3389e-05
                    184,                0.50385,                 1.1302,                0.43378,                0.90976,                0.49339,                0.14463,                0.15827,                0.12398,                0.47215,                0.13415,                0.14275,                0.10443,                 1.4312,                 4.3245,                 2.5413,                 1.6404,             4.1325e-05,             4.1325e-05,             4.1325e-05
                    185,                0.51238,                 1.1229,                0.42695,                0.91155,                 0.5096,                0.13815,                 0.1581,                0.12378,                0.48478,                0.12692,                0.14117,                0.10465,                 1.4148,                 4.3534,                 2.5039,                 1.6405,             3.9261e-05,             3.9261e-05,             3.9261e-05
                    186,                0.49955,                 1.1143,                0.42509,                0.91548,                 0.5252,                0.13896,                0.15805,                0.12345,                 0.4959,                0.12939,                0.14123,                0.10455,                 1.4222,                 4.3452,                 2.5221,                 1.6378,             3.7196e-05,             3.7196e-05,             3.7196e-05
                    187,                0.49559,                 1.1187,                0.42361,                0.91032,                0.56624,                0.14094,                0.15772,                0.12333,                0.52581,                0.12925,                0.14168,                0.10502,                 1.4219,                  4.368,                 2.5497,                 1.6325,             3.5132e-05,             3.5132e-05,             3.5132e-05
                    188,                0.49998,                 1.1223,                0.42664,                0.90776,                0.52369,                0.14357,                 0.1572,                0.12327,                0.50057,                0.13178,                0.14116,                0.10478,                 1.4109,                 4.3624,                 2.5713,                 1.6211,             3.3068e-05,             3.3068e-05,             3.3068e-05
                    189,                0.50046,                 1.1108,                0.41953,                0.90808,                 0.4992,                0.14425,                0.15661,                0.12291,                0.50474,                0.12924,                0.14063,                0.10433,                 1.4187,                 4.3056,                 2.5905,                 1.6279,             3.1004e-05,             3.1004e-05,             3.1004e-05
                    190,                0.49928,                 1.1187,                 0.4258,                0.91005,                0.52748,                0.14228,                0.15696,                0.12267,                0.49263,                0.13119,                0.14057,                0.10433,                 1.4342,                 4.3506,                  2.612,                 1.6352,              2.894e-05,              2.894e-05,              2.894e-05
                    191,                0.46962,                 1.0447,                0.34578,                0.87972,                0.53079,                0.14499,                0.15607,                0.12019,                0.50103,                0.13292,                0.13862,                0.10095,                 1.4256,                 4.4644,                 2.5558,                 1.6369,             2.6876e-05,             2.6876e-05,             2.6876e-05
                    192,                0.45639,                 1.0286,                0.33529,                0.87761,                0.54094,                0.14556,                0.15787,                0.12179,                0.50302,                0.13333,                0.14021,                 0.1021,                 1.4197,                 4.4315,                 2.5358,                 1.6359,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    193,                0.45516,                 1.0214,                0.33248,                0.86799,                0.51506,                0.14513,                 0.1606,                0.12445,                0.47353,                0.13219,                0.14341,                0.10477,                 1.4167,                 4.4389,                 2.5302,                 1.6414,             2.2747e-05,             2.2747e-05,             2.2747e-05
                    194,                0.44489,                 1.0053,                0.32973,                0.86866,                0.51771,                 0.1435,                0.16139,                0.12547,                0.47584,                0.13236,                0.14494,                0.10607,                 1.4245,                 4.4461,                 2.5317,                 1.6523,             2.0683e-05,             2.0683e-05,             2.0683e-05
                    195,                0.44615,                0.99845,                0.32848,                0.86559,                0.52012,                0.14327,                0.15995,                0.12364,                0.48018,                0.13237,                0.14355,                0.10409,                  1.422,                 4.4476,                 2.5561,                 1.6482,             1.8619e-05,             1.8619e-05,             1.8619e-05
                    196,                0.44389,                 1.0281,                0.32968,                0.86764,                0.52811,                0.13993,                0.15935,                0.12404,                0.50122,                0.13071,                0.14436,                0.10474,                 1.4145,                 4.4352,                 2.5608,                 1.6314,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    197,                0.44317,                 1.0247,                0.32422,                0.86577,                0.52363,                0.14032,                0.15961,                0.12485,                0.49751,                  0.131,                0.14523,                0.10552,                 1.4156,                 4.4052,                  2.576,                 1.6268,             1.4491e-05,             1.4491e-05,             1.4491e-05
                    198,                0.44709,                 1.0118,                0.32459,                0.87114,                0.51089,                0.14041,                0.16114,                0.12605,                0.49097,                0.13253,                0.14783,                0.10644,                 1.4218,                 4.4137,                  2.577,                 1.6386,             1.2427e-05,             1.2427e-05,             1.2427e-05
                    199,                0.43913,                0.97531,                0.32059,                0.86615,                0.53414,                0.13979,                0.16233,                0.12723,                0.51183,                0.13102,                0.14822,                 0.1075,                 1.4199,                 4.4187,                 2.5834,                  1.637,             1.0362e-05,             1.0362e-05,             1.0362e-05
                    200,                0.44207,                 1.0062,                0.32292,                0.86845,                0.53192,                 0.1394,                0.16042,                0.12745,                0.50848,                 0.1306,                0.14669,                0.10764,                 1.4166,                 4.4196,                 2.5831,                 1.6368,             8.2983e-06,             8.2983e-06,             8.2983e-06
