                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.1016,                 2.4368,                 1.5207,                0.94718,                0.82198,                0.42718,                0.47879,                 0.3751,                0.82259,                0.41496,                0.46214,                0.32185,                 1.2198,                 2.8354,                 1.6129,                0.96338,             0.00026746,             0.00026746,             0.00026746
                     75,                 1.1312,                 2.4792,                 1.5497,                0.94824,                0.83434,                0.42894,                0.47964,                0.37434,                0.83051,                0.41617,                 0.4641,                0.32111,                 1.2104,                 2.8326,                  1.627,                0.95365,             0.00026538,             0.00026538,             0.00026538
                     76,                 1.1078,                 2.4464,                 1.5066,                0.94246,                0.83046,                 0.4326,                0.48091,                0.37492,                0.81426,                0.42096,                0.46409,                0.32285,                 1.2036,                 2.8491,                 1.6254,                0.95438,             0.00026331,             0.00026331,             0.00026331
                     77,                 1.1027,                 2.4335,                 1.5097,                0.94249,                0.81921,                0.42908,                0.47796,                0.37462,                0.79383,                0.42003,                0.46145,                0.32186,                 1.1992,                 2.7856,                 1.6047,                0.95892,             0.00026123,             0.00026123,             0.00026123
                     78,                 1.0858,                 2.4183,                 1.5044,                0.93454,                0.83606,                0.42931,                0.48363,                0.37982,                0.82798,                0.41578,                0.46777,                0.32605,                 1.1962,                 2.7949,                 1.5819,                0.95075,             0.00025915,             0.00025915,             0.00025915
                     79,                 1.0912,                 2.3988,                 1.4847,                0.93797,                0.83463,                0.43077,                0.48284,                0.38001,                0.80884,                0.41835,                 0.4648,                0.32368,                 1.1837,                 2.8067,                 1.5733,                0.95247,             0.00025708,             0.00025708,             0.00025708
                     80,                 1.0894,                  2.445,                 1.4998,                0.94257,                0.82681,                0.43583,                0.48164,                0.37664,                0.81746,                0.42066,                0.46473,                0.32143,                  1.189,                 2.8197,                 1.5966,                0.94711,               0.000255,               0.000255,               0.000255
                     81,                 1.0868,                 2.3807,                 1.4706,                0.94127,                0.82706,                0.43549,                0.48269,                0.37965,                0.81462,                0.42589,                 0.4664,                0.32415,                 1.1806,                 2.8283,                 1.5671,                0.94679,             0.00025292,             0.00025292,             0.00025292
                     82,                 1.1051,                 2.4207,                 1.4949,                0.93985,                0.82987,                0.43651,                0.48531,                0.38345,                0.82245,                0.42261,                0.46755,                0.32641,                 1.1895,                 2.8107,                 1.5744,                0.95635,             0.00025085,             0.00025085,             0.00025085
                     83,                   1.08,                 2.3954,                  1.474,                0.93653,                0.84119,                0.43173,                0.48159,                0.37901,                0.84432,                0.41805,                0.46604,                0.32291,                 1.1799,                 2.8316,                 1.6008,                0.94696,             0.00024877,             0.00024877,             0.00024877
                     84,                 1.0887,                 2.4171,                 1.4753,                0.93642,                0.81993,                0.44384,                0.48604,                0.38136,                0.80355,                0.43022,                0.47046,                0.32746,                 1.1838,                 2.7942,                 1.5725,                0.94873,             0.00024669,             0.00024669,             0.00024669
                     85,                 1.0785,                 2.3677,                 1.4638,                0.93393,                0.83485,                 0.4371,                0.48596,                0.38161,                 0.8265,                0.42337,                0.46908,                0.32768,                 1.1872,                 2.7944,                 1.5937,                 0.9529,             0.00024461,             0.00024461,             0.00024461
                     86,                 1.0798,                 2.3921,                  1.447,                0.93095,                0.83547,                0.43382,                0.48429,                 0.3819,                0.82492,                 0.4203,                0.46676,                0.32596,                 1.1747,                 2.7982,                 1.5806,                0.94685,             0.00024254,             0.00024254,             0.00024254
                     87,                 1.0787,                 2.3604,                 1.4476,                0.93626,                0.81198,                0.43904,                0.48574,                0.38148,                0.82371,                0.42126,                0.46725,                0.32819,                 1.1763,                 2.8053,                 1.5693,                0.94499,             0.00024046,             0.00024046,             0.00024046
                     88,                 1.0726,                 2.3815,                 1.4383,                0.92897,                0.82192,                0.44134,                0.48634,                0.38605,                0.83324,                0.42214,                0.47043,                0.32989,                 1.1664,                  2.786,                 1.5571,                0.93823,             0.00023838,             0.00023838,             0.00023838
                     89,                 1.0741,                 2.3664,                 1.4452,                0.93057,                  0.823,                0.43934,                 0.4856,                0.38576,                0.82414,                0.42305,                0.47044,                0.32925,                 1.1614,                 2.8081,                 1.5576,                0.93501,             0.00023631,             0.00023631,             0.00023631
                     90,                 1.0823,                 2.3875,                 1.4432,                0.93514,                 0.8443,                 0.4382,                0.48962,                0.38741,                0.84397,                0.41881,                0.47101,                0.33106,                 1.1596,                 2.7984,                 1.5486,                0.93916,             0.00023423,             0.00023423,             0.00023423
                     91,                 1.0665,                 2.3846,                 1.4228,                0.92932,                 0.8419,                0.44354,                0.48901,                0.38519,                0.84407,                0.42603,                 0.4712,                0.32834,                 1.1651,                 2.7661,                 1.5521,                0.93732,             0.00023215,             0.00023215,             0.00023215
                     92,                 1.0546,                 2.3364,                  1.398,                0.92644,                0.84474,                0.44482,                0.48691,                0.38505,                0.83247,                 0.4319,                0.47076,                0.33026,                 1.1547,                 2.7851,                 1.5456,                 0.9371,             0.00023008,             0.00023008,             0.00023008
                     93,                 1.0725,                  2.351,                 1.4236,                0.92923,                 0.8557,                0.43928,                0.49185,                0.38969,                0.85033,                0.42188,                0.47395,                 0.3323,                 1.1465,                 2.7685,                 1.5451,                0.93371,               0.000228,               0.000228,               0.000228
                     94,                 1.0511,                 2.3532,                 1.4135,                0.92381,                0.84697,                0.44636,                0.49247,                0.39001,                0.84614,                0.42923,                0.47343,                0.32887,                 1.1445,                 2.7966,                 1.5316,                0.93275,             0.00022592,             0.00022592,             0.00022592
                     95,                 1.0674,                 2.3848,                 1.4157,                0.92515,                0.84811,                0.43863,                0.49158,                0.39143,                0.84938,                0.42277,                0.47534,                0.33332,                 1.1446,                   2.78,                 1.5508,                0.92764,             0.00022385,             0.00022385,             0.00022385
                     96,                  1.057,                 2.3307,                 1.3912,                0.92429,                 0.8474,                0.44656,                0.49342,                0.39325,                0.82823,                0.43609,                0.47851,                 0.3354,                 1.1411,                 2.7702,                 1.5183,                 0.9305,             0.00022177,             0.00022177,             0.00022177
                     97,                 1.0636,                 2.3397,                 1.3904,                0.92014,                0.86033,                0.44161,                0.49276,                0.39355,                0.84366,                0.42489,                0.47381,                0.33491,                 1.1448,                 2.7701,                 1.5308,                0.93429,             0.00021969,             0.00021969,             0.00021969
                     98,                 1.0741,                 2.3534,                 1.3914,                0.92322,                0.82666,                0.45309,                 0.4945,                0.39377,                0.82126,                0.43694,                0.47759,                0.33507,                 1.1427,                 2.7634,                 1.5209,                0.93383,             0.00021761,             0.00021761,             0.00021761
                     99,                 1.0553,                 2.3643,                 1.3976,                 0.9198,                 0.8441,                0.44696,                0.49421,                0.39375,                0.86212,                0.42607,                0.47584,                0.33591,                 1.1377,                 2.7892,                  1.507,                 0.9319,             0.00021554,             0.00021554,             0.00021554
                    100,                 1.0573,                  2.361,                 1.3942,                0.92072,                0.86863,                0.44494,                 0.4965,                0.39522,                0.87225,                0.42844,                0.48153,                0.33411,                 1.1285,                 2.7318,                 1.5004,                0.92646,             0.00021346,             0.00021346,             0.00021346
                    101,                 1.0403,                 2.3097,                 1.3533,                0.91669,                0.82905,                0.45121,                0.49465,                0.39417,                0.83086,                 0.4332,                0.47876,                0.33577,                 1.1335,                 2.7415,                   1.51,                0.93364,             0.00021138,             0.00021138,             0.00021138
