                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 0.9301,                 2.0831,                 0.9539,                 1.0615,                0.80068,                0.42032,                0.46693,                0.36654,                0.79403,                0.40954,                0.45066,                0.31452,                 1.0388,                 2.4277,                 1.0293,                 1.0999,             0.00020233,             0.00020233,             0.00020233
                    107,                0.92226,                 2.0675,                0.94286,                 1.0633,                0.80965,                0.41674,                0.46949,                0.36755,                0.79907,                0.40677,                0.45362,                0.31646,                 1.0428,                 2.4234,                 1.0188,                 1.0977,             0.00020026,             0.00020026,             0.00020026
                    108,                0.91582,                 2.0669,                0.92831,                 1.0565,                0.81486,                0.41231,                0.46934,                0.36623,                0.83746,                0.39849,                0.45157,                0.31686,                 1.0253,                 2.4158,                 1.0251,                 1.0942,              0.0001982,              0.0001982,              0.0001982
                    109,                0.90724,                  2.027,                0.91678,                 1.0571,                0.78626,                0.42294,                0.46995,                0.36645,                0.79127,                0.40975,                0.45344,                0.31911,                 1.0338,                 2.4015,                 1.0118,                 1.0971,             0.00019614,             0.00019614,             0.00019614
                    110,                0.90626,                 2.0357,                0.93542,                 1.0602,                0.80271,                0.41992,                0.46984,                 0.3663,                0.78167,                0.40884,                0.45172,                0.31611,                  1.027,                 2.4323,                 1.0159,                 1.0926,             0.00019407,             0.00019407,             0.00019407
                    111,                0.90437,                 2.0238,                0.92074,                 1.0537,                0.83647,                0.41626,                0.47175,                0.37103,                 0.8281,                0.40857,                0.45643,                0.31987,                 1.0153,                 2.4186,                 1.0105,                 1.0829,             0.00019201,             0.00019201,             0.00019201
                    112,                0.91331,                 2.0358,                0.93103,                 1.0616,                0.78897,                0.42908,                0.47164,                0.37029,                0.77905,                0.41912,                0.45695,                0.31937,                 1.0189,                 2.3953,                 1.0157,                 1.0917,             0.00018994,             0.00018994,             0.00018994
                    113,                0.92109,                 2.0406,                0.92897,                 1.0588,                0.79413,                0.42455,                0.47245,                0.36867,                0.80657,                0.40946,                0.45663,                0.31948,                 1.0258,                 2.3835,                  1.012,                 1.0895,             0.00018788,             0.00018788,             0.00018788
                    114,                0.89685,                  2.033,                0.91776,                 1.0549,                0.82415,                0.41869,                0.47155,                0.37028,                 0.8172,                0.40693,                0.45467,                0.31761,                 1.0184,                 2.4041,                 1.0222,                 1.0849,             0.00018582,             0.00018582,             0.00018582
                    115,                 0.9188,                 2.0537,                0.93008,                 1.0642,                0.82511,                0.42246,                0.47486,                0.37304,                 0.8079,                0.40982,                0.45763,                0.32322,                 1.0131,                 2.3877,                 1.0127,                 1.0818,             0.00018375,             0.00018375,             0.00018375
                    116,                0.90442,                 2.0363,                0.92582,                  1.055,                 0.8241,                0.42435,                0.47494,                0.37357,                0.81957,                0.41136,                0.45956,                0.32082,                 1.0186,                 2.3874,                 1.0084,                  1.087,             0.00018169,             0.00018169,             0.00018169
                    117,                0.89894,                 2.0346,                0.91083,                  1.051,                0.80966,                0.42744,                0.47778,                  0.374,                0.79567,                0.41605,                0.46097,                0.32329,                 1.0265,                 2.4054,                0.99993,                 1.0892,             0.00017962,             0.00017962,             0.00017962
                    118,                 0.8931,                 2.0312,                0.90394,                 1.0525,                0.80877,                0.43158,                0.47864,                0.37767,                0.80524,                0.41381,                0.46204,                0.32395,                 1.0107,                 2.3972,                0.99603,                 1.0826,             0.00017756,             0.00017756,             0.00017756
                    119,                0.90628,                  2.031,                0.90562,                 1.0518,                0.81155,                0.43055,                0.48017,                 0.3773,                0.80857,                0.41619,                0.46249,                0.32449,                 1.0129,                 2.3825,                0.98848,                 1.0815,             0.00017549,             0.00017549,             0.00017549
                    120,                0.88492,                 1.9888,                 0.8967,                 1.0471,                0.82905,                0.42307,                 0.4784,                0.37858,                0.81301,                0.41092,                0.46121,                0.32679,                 1.0031,                  2.379,                 0.9845,                 1.0739,             0.00017343,             0.00017343,             0.00017343
                    121,                 0.9028,                 2.0549,                0.90167,                 1.0499,                0.80905,                0.43165,                0.48083,                0.37935,                0.83778,                0.40817,                0.46125,                 0.3246,                 1.0094,                 2.3637,                0.97152,                   1.08,             0.00017137,             0.00017137,             0.00017137
                    122,                0.89691,                  2.026,                0.90216,                 1.0522,                0.81912,                   0.43,                 0.4794,                0.37868,                0.79366,                0.41792,                0.46366,                0.32447,                  1.007,                 2.3666,                0.97623,                 1.0778,              0.0001693,              0.0001693,              0.0001693
                    123,                0.89968,                 2.0152,                0.89449,                 1.0496,                0.82107,                0.42533,                 0.4797,                0.37994,                0.83479,                0.40832,                0.46396,                0.32761,                 1.0042,                 2.3631,                0.98358,                 1.0744,             0.00016724,             0.00016724,             0.00016724
                    124,                0.90562,                 2.0451,                0.90776,                 1.0566,                0.80323,                0.43121,                0.47972,                0.37764,                0.80482,                0.41597,                0.46419,                0.32506,                  1.003,                 2.3695,                0.98172,                 1.0746,             0.00016517,             0.00016517,             0.00016517
                    125,                0.89275,                 2.0183,                 0.8874,                 1.0447,                0.82697,                0.42511,                0.47747,                0.37722,                0.80716,                 0.4133,                0.45935,                0.32387,                 1.0048,                 2.3792,                0.98694,                 1.0795,             0.00016311,             0.00016311,             0.00016311
                    126,                0.88145,                 1.9883,                0.87926,                 1.0412,                 0.8068,                0.43089,                0.47871,                0.37914,                0.78968,                 0.4188,                0.46074,                0.32494,                0.99504,                 2.3441,                 0.9821,                 1.0734,             0.00016105,             0.00016105,             0.00016105
                    127,                0.89101,                 2.0047,                0.88618,                 1.0462,                0.82602,                0.43294,                0.47837,                0.37913,                0.81083,                0.41867,                0.46256,                0.32532,                0.99856,                 2.3596,                0.98119,                 1.0732,             0.00015898,             0.00015898,             0.00015898
                    128,                0.89001,                 1.9951,                0.88985,                 1.0452,                0.82619,                0.42223,                0.47873,                0.37872,                0.81697,                0.41161,                0.46086,                 0.3243,                0.99327,                 2.3482,                0.97495,                 1.0722,             0.00015692,             0.00015692,             0.00015692
                    129,                0.88547,                 2.0141,                0.87901,                 1.0398,                0.83615,                0.42813,                 0.4802,                0.37973,                0.81472,                0.41919,                0.46363,                0.32593,                0.99283,                 2.3546,                0.96721,                 1.0694,             0.00015485,             0.00015485,             0.00015485
                    130,                0.87107,                 1.9805,                0.87012,                 1.0374,                0.83091,                0.43188,                0.48219,                0.37993,                0.81361,                0.41503,                 0.4629,                0.32805,                0.99626,                 2.3504,                 0.9667,                 1.0728,             0.00015279,             0.00015279,             0.00015279
                    131,                0.88432,                 1.9844,                0.88384,                 1.0438,                0.84313,                0.42617,                0.48093,                0.38121,                0.82546,                0.41455,                0.46114,                0.32695,                0.99514,                 2.3506,                0.96458,                 1.0751,             0.00015072,             0.00015072,             0.00015072
                    132,                0.87977,                 2.0041,                0.86494,                 1.0405,                0.85532,                0.42691,                0.48344,                0.38289,                0.84135,                0.41545,                0.46676,                0.32919,                0.98825,                 2.3653,                0.96615,                 1.0718,             0.00014866,             0.00014866,             0.00014866
                    133,                0.87912,                 1.9976,                 0.8742,                 1.0423,                 0.8137,                0.43537,                0.48103,                0.37894,                0.83036,                0.41615,                0.46383,                 0.3259,                0.98809,                 2.3516,                0.96504,                 1.0688,              0.0001466,              0.0001466,              0.0001466
                    134,                0.88194,                 2.0028,                0.86746,                 1.0392,                0.81378,                0.43904,                0.48212,                0.38143,                0.79347,                0.42758,                0.46673,                 0.3292,                0.98811,                 2.3527,                0.96888,                 1.0701,             0.00014453,             0.00014453,             0.00014453
                    135,                0.86825,                 1.9716,                0.85444,                 1.0381,                0.84811,                0.42275,                0.48198,                0.38236,                0.83526,                0.41266,                0.46595,                0.32774,                0.98866,                 2.3699,                0.95885,                 1.0691,             0.00014247,             0.00014247,             0.00014247
                    136,                0.88004,                 2.0028,                 0.8697,                 1.0398,                0.84759,                0.42615,                0.48104,                0.38061,                0.82351,                0.41857,                 0.4649,                0.32782,                  0.984,                 2.3552,                0.96799,                 1.0675,              0.0001404,              0.0001404,              0.0001404
                    137,                0.87902,                 1.9718,                0.85921,                 1.0373,                0.81229,                0.42974,                0.48127,                0.38198,                0.79117,                0.42082,                0.46488,                0.32927,                0.98475,                 2.3427,                0.96464,                 1.0678,             0.00013834,             0.00013834,             0.00013834
                    138,                0.86996,                 1.9661,                0.85367,                  1.034,                 0.8544,                0.42057,                0.47956,                 0.3806,                0.84634,                0.40991,                0.46391,                0.32787,                0.98876,                 2.3538,                0.96887,                 1.0688,             0.00013628,             0.00013628,             0.00013628
                    139,                 0.8743,                 1.9869,                 0.8491,                  1.032,                0.80523,                0.43716,                0.48179,                0.38282,                0.79349,                0.42569,                0.46378,                0.32921,                0.98201,                  2.346,                0.96191,                 1.0668,             0.00013421,             0.00013421,             0.00013421
                    140,                0.87216,                  1.967,                  0.853,                 1.0353,                  0.819,                 0.4387,                 0.4852,                0.38568,                 0.8057,                0.42704,                0.46757,                0.33067,                0.98117,                 2.3414,                0.95213,                 1.0634,             0.00013215,             0.00013215,             0.00013215
                    141,                0.86684,                 1.9577,                0.85781,                 1.0382,                0.82812,                0.43455,                0.48606,                0.38582,                0.81678,                0.42193,                0.46774,                0.33248,                0.97881,                 2.3366,                0.94869,                 1.0631,             0.00013008,             0.00013008,             0.00013008
                    142,                0.87269,                 1.9741,                0.84088,                 1.0323,                0.83657,                0.43125,                0.48387,                0.38441,                0.81169,                0.41983,                0.46497,                0.33051,                0.98293,                 2.3392,                 0.9572,                 1.0657,             0.00012802,             0.00012802,             0.00012802
                    143,                0.88722,                 1.9997,                0.86097,                 1.0405,                0.81808,                0.43488,                0.48371,                0.38452,                0.82197,                0.41915,                0.46602,                0.33179,                0.98263,                 2.3145,                 0.9532,                 1.0674,             0.00012595,             0.00012595,             0.00012595
                    144,                0.85979,                 1.9419,                 0.8295,                 1.0273,                0.81973,                0.43744,                0.48403,                0.38712,                0.81597,                0.42242,                0.46683,                0.33221,                0.97625,                 2.3257,                0.95217,                 1.0643,             0.00012389,             0.00012389,             0.00012389
                    145,                0.86631,                 1.9658,                0.84131,                 1.0316,                0.81444,                0.43923,                0.48641,                0.38675,                0.79441,                0.42533,                 0.4681,                0.33286,                0.97784,                 2.3163,                0.94272,                 1.0629,             0.00012183,             0.00012183,             0.00012183
                    146,                0.88048,                 1.9787,                0.84793,                 1.0366,                 0.8437,                0.43293,                0.48601,                0.38626,                0.82528,                0.42276,                0.46989,                0.33236,                0.97821,                 2.3215,                0.94861,                 1.0641,             0.00011976,             0.00011976,             0.00011976
                    147,                0.87416,                 1.9642,                0.84205,                 1.0321,                0.82492,                0.43744,                0.48793,                0.38705,                0.80935,                0.42627,                0.47064,                0.33264,                0.98042,                 2.3325,                0.95543,                 1.0657,              0.0001177,              0.0001177,              0.0001177
                    148,                0.84776,                 1.9176,                0.82579,                 1.0254,                0.80728,                0.44142,                0.48662,                0.38797,                0.80811,                0.42635,                0.46913,                0.33255,                0.97506,                 2.3322,                 0.9435,                 1.0638,             0.00011563,             0.00011563,             0.00011563
                    149,                0.86067,                 1.9316,                0.83623,                 1.0281,                0.83159,                0.43551,                0.48497,                0.38762,                0.81837,                0.42408,                 0.4685,                0.33252,                0.97572,                 2.3392,                0.94373,                 1.0604,             0.00011357,             0.00011357,             0.00011357
                    150,                0.85178,                 1.9222,                0.81743,                  1.025,                0.81284,                0.44124,                0.48543,                0.38746,                0.79219,                0.43164,                0.46836,                0.33275,                0.97141,                 2.3262,                0.93828,                 1.0576,             0.00011151,             0.00011151,             0.00011151
                    151,                0.86346,                 1.9614,                0.82212,                  1.028,                0.80632,                0.44074,                0.48803,                0.38889,                0.82365,                0.42105,                0.46976,                0.33313,                0.97544,                 2.3285,                0.93745,                 1.0603,             0.00010944,             0.00010944,             0.00010944
                    152,                0.86802,                 1.9617,                0.83257,                 1.0281,                0.80658,                0.44047,                0.48647,                0.38897,                0.79977,                0.42773,                0.46978,                0.33323,                0.97303,                 2.3313,                 0.9397,                 1.0597,             0.00010738,             0.00010738,             0.00010738
                    153,                0.85912,                 1.9568,                0.83088,                 1.0297,                0.82375,                0.43687,                0.48698,                0.38886,                0.82585,                0.42151,                0.46862,                0.33214,                 0.9676,                 2.3193,                0.94387,                  1.057,             0.00010531,             0.00010531,             0.00010531
                    154,                0.86416,                 1.9489,                0.82627,                 1.0256,                0.82669,                0.43871,                0.48723,                0.38864,                0.81214,                0.42776,                0.47054,                0.33115,                0.96787,                 2.3189,                0.94461,                 1.0547,             0.00010325,             0.00010325,             0.00010325
                    155,                  0.849,                  1.922,                0.81575,                 1.0229,                0.82031,                 0.4398,                0.48963,                0.39013,                0.84988,                0.42007,                0.47016,                 0.3319,                0.96925,                 2.3288,                0.93861,                 1.0553,             0.00010119,             0.00010119,             0.00010119
                    156,                0.85421,                 1.9321,                0.81427,                  1.019,                 0.8297,                0.43666,                0.48916,                0.38977,                0.82507,                0.42497,                 0.4715,                0.33272,                0.96708,                 2.3185,                0.93464,                 1.0547,             9.9121e-05,             9.9121e-05,             9.9121e-05
                    157,                0.84269,                 1.9374,                0.80465,                 1.0174,                 0.8084,                0.44702,                0.48835,                0.38985,                0.80081,                 0.4292,                0.46963,                0.33249,                0.96311,                  2.317,                0.93429,                  1.054,             9.7057e-05,             9.7057e-05,             9.7057e-05
                    158,                0.83933,                 1.9097,                0.80716,                 1.0198,                0.81567,                0.44231,                0.48825,                0.38976,                0.80882,                0.42895,                0.47063,                 0.3339,                0.96494,                 2.3133,                0.93654,                 1.0551,             9.4993e-05,             9.4993e-05,             9.4993e-05
                    159,                0.84997,                 1.9414,                 0.8026,                 1.0246,                0.82904,                0.44279,                0.48839,                0.39166,                0.83419,                0.42589,                0.47142,                0.33347,                0.96177,                 2.3029,                 0.9323,                 1.0537,             9.2928e-05,             9.2928e-05,             9.2928e-05
                    160,                 0.8584,                 1.9448,                0.82349,                 1.0258,                0.82884,                0.44152,                0.48737,                0.39095,                0.81581,                0.42916,                0.46951,                0.33387,                0.96063,                 2.3082,                0.93178,                 1.0534,             9.0864e-05,             9.0864e-05,             9.0864e-05
                    161,                0.85371,                 1.9235,                0.80629,                 1.0218,                0.82485,                0.44054,                0.48805,                0.39037,                0.83077,                0.42386,                0.47026,                0.33432,                0.96552,                 2.3196,                0.93013,                 1.0577,               8.88e-05,               8.88e-05,               8.88e-05
                    162,                 0.8579,                 1.9394,                0.81166,                 1.0268,                0.82309,                0.44399,                0.48872,                0.39048,                0.81809,                0.42586,                0.46999,                0.33292,                0.96441,                 2.3215,                0.93203,                  1.057,             8.6736e-05,             8.6736e-05,             8.6736e-05
                    163,                0.84452,                 1.9183,                0.80145,                 1.0234,                0.83212,                0.44144,                0.48795,                0.38965,                0.81207,                0.42869,                0.46988,                0.33222,                0.96398,                 2.3209,                0.93255,                 1.0558,             8.4672e-05,             8.4672e-05,             8.4672e-05
                    164,                0.84401,                 1.9173,                0.79894,                  1.019,                0.82707,                0.44355,                0.48779,                0.38941,                0.81293,                0.42914,                 0.4701,                0.33287,                0.96425,                 2.3187,                0.93477,                 1.0552,             8.2608e-05,             8.2608e-05,             8.2608e-05
                    165,                0.84327,                 1.9153,                0.80592,                 1.0223,                 0.8262,                 0.4457,                0.48954,                 0.3902,                0.81037,                0.43144,                0.47143,                0.33359,                0.96546,                 2.3133,                0.93292,                 1.0581,             8.0544e-05,             8.0544e-05,             8.0544e-05
                    166,                0.82674,                 1.8792,                  0.792,                 1.0127,                0.82636,                 0.4491,                0.48958,                0.39132,                0.81217,                0.43213,                0.47181,                0.33503,                0.96275,                 2.3056,                 0.9309,                 1.0565,             7.8479e-05,             7.8479e-05,             7.8479e-05
                    167,                0.84897,                  1.925,                0.79936,                 1.0172,                0.80288,                0.45176,                0.48961,                0.39171,                0.82375,                0.42783,                0.47273,                0.33523,                0.95982,                 2.3115,                  0.931,                 1.0522,             7.6415e-05,             7.6415e-05,             7.6415e-05
                    168,                0.84423,                 1.9112,                0.80357,                  1.016,                0.81744,                  0.447,                0.48925,                0.38973,                0.80605,                0.43234,                 0.4718,                0.33473,                 0.9588,                 2.3169,                0.93074,                 1.0508,             7.4351e-05,             7.4351e-05,             7.4351e-05
                    169,                0.83983,                 1.9045,                0.79136,                 1.0159,                0.83786,                0.44127,                0.48957,                0.39045,                0.83851,                0.42579,                0.47227,                0.33519,                0.95765,                  2.313,                0.92957,                 1.0509,             7.2287e-05,             7.2287e-05,             7.2287e-05
                    170,                0.83243,                 1.9188,                 0.7834,                 1.0124,                  0.831,                0.44273,                0.48913,                0.39123,                0.83344,                 0.4266,                0.47166,                0.33438,                0.95904,                 2.3103,                0.93238,                 1.0525,             7.0223e-05,             7.0223e-05,             7.0223e-05
                    171,                0.84458,                 1.9202,                0.78722,                 1.0185,                 0.8333,                0.44537,                 0.4901,                0.39241,                0.82754,                0.42923,                0.47192,                0.33489,                0.95759,                 2.3158,                0.92925,                 1.0522,             6.8159e-05,             6.8159e-05,             6.8159e-05
                    172,                0.84037,                 1.9016,                0.80055,                 1.0179,                0.83122,                  0.447,                0.49037,                0.39325,                0.82847,                0.42943,                0.47297,                0.33658,                0.95501,                  2.308,                0.92529,                 1.0525,             6.6095e-05,             6.6095e-05,             6.6095e-05
                    173,                0.83725,                 1.8992,                0.77888,                 1.0112,                0.83424,                0.44408,                0.49169,                0.39426,                0.84654,                0.42649,                0.47388,                0.33599,                0.95379,                 2.3051,                0.92047,                 1.0505,              6.403e-05,              6.403e-05,              6.403e-05
                    174,                0.84259,                 1.9205,                0.78492,                 1.0159,                0.83961,                0.44124,                0.49071,                0.39467,                0.84404,                0.42534,                0.47424,                0.33823,                0.95294,                 2.3002,                0.92274,                 1.0492,             6.1966e-05,             6.1966e-05,             6.1966e-05
                    175,                 0.8337,                 1.9005,                0.77912,                 1.0098,                0.84613,                 0.4408,                0.49066,                0.39482,                0.83935,                0.42686,                0.47523,                0.33953,                0.95111,                 2.3006,                 0.9202,                 1.0477,             5.9902e-05,             5.9902e-05,             5.9902e-05
                    176,                0.82768,                   1.87,                0.77322,                 1.0127,                0.83332,                0.44626,                0.49235,                0.39585,                0.83377,                0.42957,                0.47657,                0.33985,                0.95011,                 2.3016,                0.91556,                 1.0488,             5.7838e-05,             5.7838e-05,             5.7838e-05
                    177,                0.83661,                 1.9066,                0.78369,                 1.0163,                0.83633,                0.44609,                0.49241,                0.39595,                0.82366,                 0.4326,                0.47648,                0.34036,                0.94894,                 2.3038,                0.91249,                 1.0474,             5.5774e-05,             5.5774e-05,             5.5774e-05
                    178,                0.82633,                 1.8776,                0.77282,                 1.0093,                0.83273,                0.44859,                0.49234,                0.39633,                0.82847,                0.43198,                0.47591,                0.33945,                0.94939,                  2.302,                0.91444,                 1.0477,              5.371e-05,              5.371e-05,              5.371e-05
                    179,                0.84243,                  1.919,                0.78545,                 1.0147,                0.83725,                0.44884,                0.49257,                0.39644,                0.81935,                0.43546,                0.47662,                0.33978,                0.94948,                 2.2967,                0.91618,                 1.0492,             5.1645e-05,             5.1645e-05,             5.1645e-05
                    180,                0.82823,                 1.8994,                0.76688,                 1.0102,                0.84092,                0.44714,                0.49405,                0.39702,                0.81855,                0.43375,                0.47567,                0.33975,                0.94849,                 2.2986,                0.91448,                 1.0486,             4.9581e-05,             4.9581e-05,             4.9581e-05
                    181,                0.83184,                 1.9122,                0.77926,                 1.0125,                0.84503,                0.44422,                0.49341,                0.39769,                0.82376,                0.43179,                0.47525,                0.33931,                 0.9471,                 2.3038,                0.91581,                 1.0467,             4.7517e-05,             4.7517e-05,             4.7517e-05
                    182,                 0.8244,                 1.8802,                0.76343,                 1.0096,                0.84709,                0.44388,                0.49337,                0.39736,                0.82582,                  0.433,                0.47696,                0.33942,                0.94752,                 2.3041,                0.91321,                 1.0471,             4.5453e-05,             4.5453e-05,             4.5453e-05
                    183,                0.84026,                 1.9126,                0.78134,                  1.013,                0.84477,                0.44461,                0.49379,                0.39775,                0.82616,                0.43375,                0.47807,                0.34032,                 0.9453,                 2.3049,                0.91021,                  1.046,             4.3389e-05,             4.3389e-05,             4.3389e-05
                    184,                0.83367,                 1.9067,                0.77367,                 1.0095,                0.83713,                0.45023,                0.49466,                0.39912,                  0.813,                0.43784,                0.47752,                0.34171,                0.94385,                 2.2976,                0.91181,                 1.0442,             4.1325e-05,             4.1325e-05,             4.1325e-05
                    185,                0.81496,                 1.8713,                0.76254,                 1.0029,                0.84048,                0.44769,                0.49394,                 0.3992,                  0.838,                0.43262,                0.47768,                0.34043,                0.94321,                 2.2959,                0.91028,                 1.0446,             3.9261e-05,             3.9261e-05,             3.9261e-05
                    186,                 0.8126,                 1.8515,                0.75757,                 1.0016,                0.83751,                0.44816,                0.49462,                  0.399,                0.83438,                0.43243,                0.47728,                0.33981,                0.94177,                 2.2964,                0.91129,                 1.0427,             3.7196e-05,             3.7196e-05,             3.7196e-05
                    187,                0.82002,                 1.8888,                0.75883,                 1.0073,                0.84999,                0.44581,                0.49488,                0.39805,                0.83668,                0.43184,                0.47733,                0.34058,                0.94036,                 2.2988,                0.90897,                 1.0426,             3.5132e-05,             3.5132e-05,             3.5132e-05
                    188,                0.80242,                 1.8562,                0.75315,                 1.0073,                0.82862,                0.44992,                0.49457,                0.39942,                0.83739,                0.43026,                0.47653,                0.34099,                0.93887,                 2.3002,                0.90787,                 1.0409,             3.3068e-05,             3.3068e-05,             3.3068e-05
                    189,                0.82391,                 1.8818,                0.76862,                 1.0079,                0.84314,                0.44564,                0.49527,                0.39976,                0.83553,                 0.4318,                0.47676,                0.34099,                0.93718,                 2.2963,                0.90497,                   1.04,             3.1004e-05,             3.1004e-05,             3.1004e-05
                    190,                0.81593,                  1.853,                 0.7523,                  1.004,                0.84342,                0.44835,                0.49597,                0.40079,                 0.8283,                0.43253,                 0.4779,                 0.3413,                0.93687,                 2.3047,                0.90379,                 1.0398,              2.894e-05,              2.894e-05,              2.894e-05
                    191,                0.91454,                 2.0251,                0.78858,                 1.0449,                0.82215,                 0.4474,                0.49227,                0.39524,                0.83031,                0.42881,                0.47262,                0.33775,                0.94906,                 2.3185,                0.91095,                 1.0465,             2.6876e-05,             2.6876e-05,             2.6876e-05
                    192,                0.88985,                 1.9805,                0.74236,                   1.03,                0.85922,                0.44137,                0.48987,                0.39273,                0.84258,                0.42649,                0.47218,                0.33498,                0.95402,                 2.3238,                0.91876,                  1.049,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    193,                0.88702,                 1.9697,                0.72968,                 1.0242,                0.85676,                0.44049,                0.49003,                0.39272,                0.83814,                0.42806,                0.47309,                0.33539,                0.95547,                 2.3256,                0.92247,                 1.0503,             2.2747e-05,             2.2747e-05,             2.2747e-05
                    194,                0.88771,                 1.9713,                0.71929,                 1.0302,                0.84423,                0.44286,                0.49038,                0.39439,                0.84276,                0.42741,                0.47333,                0.33645,                0.95315,                 2.3229,                0.92036,                 1.0497,             2.0683e-05,             2.0683e-05,             2.0683e-05
                    195,                0.88514,                 1.9643,                 0.7192,                 1.0261,                0.83022,                0.44661,                0.49129,                0.39576,                0.84897,                0.42595,                0.47555,                0.33694,                0.95092,                 2.3201,                0.91606,                  1.047,             1.8619e-05,             1.8619e-05,             1.8619e-05
                    196,                0.87588,                 1.9514,                0.71596,                 1.0256,                0.86606,                0.43996,                0.49173,                0.39623,                0.84789,                0.42494,                0.47529,                0.33743,                0.94827,                 2.3139,                0.91356,                 1.0462,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    197,                0.86979,                 1.9496,                0.71738,                  1.024,                0.86983,                0.44043,                0.49198,                0.39685,                0.85155,                0.42712,                0.47578,                0.33746,                0.94757,                 2.3112,                0.91222,                  1.046,             1.4491e-05,             1.4491e-05,             1.4491e-05
                    198,                0.87213,                 1.9349,                0.70476,                 1.0187,                0.87892,                0.43959,                0.49279,                 0.3974,                0.85584,                 0.4271,                 0.4762,                0.33882,                0.94546,                 2.3076,                0.91015,                 1.0451,             1.2427e-05,             1.2427e-05,             1.2427e-05
                    199,                0.87288,                 1.9468,                0.70518,                 1.0195,                0.85198,                 0.4428,                 0.4917,                0.39698,                0.84499,                 0.4284,                0.47591,                0.33876,                0.94452,                 2.3119,                0.90854,                 1.0445,             1.0362e-05,             1.0362e-05,             1.0362e-05
                    200,                0.86172,                 1.9144,                0.69933,                 1.0125,                0.85892,                0.44257,                0.49178,                0.39713,                0.83857,                0.43134,                0.47609,                0.33891,                0.94472,                  2.311,                0.90756,                 1.0447,             8.2983e-06,             8.2983e-06,             8.2983e-06
