                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 1.1886,                 2.7016,                 1.6889,                0.93496,                0.82708,                0.37491,                 0.4249,                0.33549,                0.80581,                0.36014,                 0.4017,                0.26796,                 1.1794,                  3.014,                 1.5411,                0.90453,              0.0082289,              0.0082289,              0.0082289
                    100,                 1.1883,                 2.6847,                 1.6946,                0.94172,                0.77666,                0.38327,                0.42269,                0.33061,                 0.7873,                0.36496,                0.40084,                0.26685,                 1.1935,                 3.0005,                 1.5582,                0.90675,              0.0082085,              0.0082085,              0.0082085
                    101,                 1.2144,                 2.7189,                 1.6916,                0.94636,                0.80623,                0.38188,                0.42701,                0.33408,                0.78187,                 0.3672,                0.40152,                0.27004,                 1.1857,                 3.0267,                 1.5389,                0.90342,              0.0081882,              0.0081882,              0.0081882
                    102,                 1.1835,                 2.6534,                 1.6865,                0.93948,                0.82083,                 0.3763,                0.42554,                0.33272,                0.80393,                 0.3614,                0.40136,                0.26771,                 1.1903,                 3.0014,                 1.5375,                0.90216,              0.0081679,              0.0081679,              0.0081679
                    103,                 1.2079,                 2.7029,                 1.6775,                0.93999,                0.81101,                0.38167,                0.42578,                0.33319,                0.77973,                0.36408,                0.40163,                0.26833,                 1.2011,                 3.0164,                 1.5283,                 0.9055,              0.0081476,              0.0081476,              0.0081476
                    104,                 1.1986,                 2.7013,                 1.6923,                0.93873,                0.79653,                0.38444,                0.42935,                 0.3356,                0.77512,                0.37023,                0.40535,                0.26985,                 1.1932,                  3.012,                 1.5375,                0.90583,              0.0081273,              0.0081273,              0.0081273
                    105,                 1.1787,                 2.6561,                 1.6513,                0.93298,                0.78806,                0.38906,                0.43098,                0.33871,                0.75155,                0.37118,                0.39987,                 0.2537,                 1.1701,                 3.1914,                 1.5014,                0.90194,              0.0081069,              0.0081069,              0.0081069
                    106,                 1.1737,                  2.619,                 1.6632,                0.93647,                0.80803,                0.38615,                 0.4321,                0.33947,                0.79957,                0.36451,                 0.4038,                0.25522,                 1.1711,                   3.18,                 1.4966,                0.90156,              0.0080866,              0.0080866,              0.0080866
                    107,                 1.1801,                 2.6549,                 1.6694,                0.93161,                0.80098,                0.38726,                0.42945,                0.33948,                0.77416,                0.36525,                0.40064,                0.25128,                 1.1826,                 3.2062,                 1.5136,                0.90614,              0.0080663,              0.0080663,              0.0080663
                    108,                 1.1853,                 2.6467,                 1.6604,                0.93525,                0.82363,                0.38471,                0.42929,                0.33891,                0.79499,                0.36272,                0.39776,                 0.2495,                 1.1732,                 3.1889,                  1.507,                0.89534,               0.008046,               0.008046,               0.008046
                    109,                 1.1647,                 2.6374,                 1.6489,                0.92985,                0.81511,                0.38516,                0.42986,                0.33869,                0.77968,                0.36875,                0.40136,                0.25139,                 1.1615,                 3.1747,                 1.5048,                0.88995,              0.0080256,              0.0080256,              0.0080256
                    110,                 1.1719,                 2.6326,                 1.6475,                0.93118,                0.82538,                0.38833,                0.43451,                0.34333,                0.81186,                0.36501,                0.40393,                0.26005,                 1.1588,                 3.1102,                 1.4817,                0.89801,              0.0080053,              0.0080053,              0.0080053
                    111,                 1.1764,                 2.6098,                 1.6295,                 0.9333,                0.82665,                0.38836,                0.43374,                0.34433,                0.78521,                0.36952,                0.40551,                0.26171,                  1.166,                 3.1501,                 1.4935,                0.89617,               0.007985,               0.007985,               0.007985
                    112,                 1.1687,                  2.633,                 1.6429,                0.93273,                0.82643,                0.38351,                0.43075,                0.34252,                0.78957,                0.36709,                0.40239,                0.26354,                 1.1785,                 3.1282,                 1.5037,                0.90069,              0.0079647,              0.0079647,              0.0079647
                    113,                 1.1728,                 2.6353,                 1.6183,                0.93117,                0.79905,                0.39076,                 0.4341,                0.34476,                0.76699,                0.37144,                0.40646,                0.25842,                 1.1565,                 3.1377,                 1.4721,                0.89057,              0.0079444,              0.0079444,              0.0079444
                    114,                 1.1787,                 2.6416,                 1.6311,                0.93028,                0.81769,                0.39215,                0.43384,                0.34526,                0.77463,                0.37088,                0.40046,                0.25236,                 1.1523,                 3.1846,                 1.4771,                0.89275,               0.007924,               0.007924,               0.007924
                    115,                 1.1788,                 2.6495,                 1.6174,                0.93325,                0.82357,                0.38745,                0.43468,                0.34498,                0.79615,                0.36744,                0.40623,                0.25995,                 1.1594,                 3.1519,                 1.4764,                0.89663,              0.0079037,              0.0079037,              0.0079037
                    116,                 1.1658,                 2.6038,                 1.6168,                0.92953,                0.80827,                0.39604,                0.43705,                0.34442,                0.80142,                0.36789,                0.40638,                0.26065,                 1.1673,                 3.1555,                 1.4825,                0.90516,              0.0078834,              0.0078834,              0.0078834
                    117,                 1.1548,                 2.5886,                 1.6043,                 0.9268,                 0.8303,                 0.3893,                 0.4363,                0.34582,                  0.796,                0.36856,                0.40637,                 0.2611,                 1.1475,                 3.1151,                 1.4771,                0.89507,              0.0078631,              0.0078631,              0.0078631
                    118,                  1.158,                 2.6251,                 1.5886,                0.92604,                 0.8249,                0.39483,                0.44096,                0.34648,                0.80228,                0.37011,                0.40939,                0.26789,                  1.151,                 3.0978,                 1.4496,                0.89103,              0.0078428,              0.0078428,              0.0078428
                    119,                 1.1402,                 2.5625,                 1.5704,                0.92109,                0.84381,                0.38881,                0.43782,                 0.3444,                0.80792,                0.37149,                0.40518,                0.25974,                  1.148,                 3.1221,                 1.4514,                0.89321,              0.0078224,              0.0078224,              0.0078224
                    120,                 1.1567,                 2.5842,                 1.6131,                 0.9282,                0.82748,                0.39348,                0.43825,                0.34514,                0.80256,                0.37369,                0.40645,                0.26076,                 1.1521,                 3.1055,                 1.4441,                0.89522,              0.0078021,              0.0078021,              0.0078021
                    121,                 1.1665,                 2.6166,                 1.6022,                0.92875,                0.83872,                0.39212,                0.43836,                0.34668,                0.79922,                0.36993,                0.40554,                0.26033,                 1.1484,                 3.1368,                 1.4562,                 0.8933,              0.0077818,              0.0077818,              0.0077818
                    122,                 1.1663,                  2.617,                 1.5962,                0.92436,                0.80951,                0.39979,                0.44038,                0.34794,                0.78841,                0.37458,                0.40949,                0.26597,                 1.1318,                  3.067,                 1.4325,                0.88534,              0.0077615,              0.0077615,              0.0077615
                    123,                 1.1641,                   2.59,                 1.5906,                0.92446,                0.86192,                0.39176,                0.44173,                0.35068,                0.82303,                0.37337,                0.41022,                0.26398,                 1.1319,                 3.1024,                 1.4471,                0.88594,              0.0077412,              0.0077412,              0.0077412
                    124,                 1.1483,                 2.6116,                 1.6049,                0.92291,                 0.8155,                0.39812,                0.44111,                 0.3498,                0.80329,                0.37532,                0.41246,                0.26557,                 1.1372,                 3.0825,                 1.4474,                0.88871,              0.0077208,              0.0077208,              0.0077208
                    125,                  1.156,                 2.6211,                 1.5924,                0.92438,                0.81805,                0.39966,                0.44365,                0.35177,                0.80516,                0.37522,                0.41279,                 0.2627,                 1.1262,                 3.1027,                  1.411,                0.88473,              0.0077005,              0.0077005,              0.0077005
                    126,                 1.1458,                 2.5701,                 1.5652,                0.92245,                0.84727,                0.39295,                0.44275,                0.35109,                0.82245,                0.37448,                0.41149,                0.26362,                 1.1284,                 3.1305,                 1.4172,                0.88684,              0.0076802,              0.0076802,              0.0076802
                    127,                 1.1535,                 2.6149,                 1.5783,                0.92216,                0.82601,                0.39819,                0.44268,                0.35298,                0.79839,                0.37135,                0.40256,                0.24947,                 1.1308,                 3.2577,                 1.4332,                 0.8871,              0.0076599,              0.0076599,              0.0076599
                    128,                 1.1393,                 2.5636,                 1.5727,                0.91771,                0.78865,                0.40457,                0.44249,                0.34896,                0.78846,                0.36946,                0.40124,                0.24519,                 1.1374,                 3.2552,                 1.4496,                0.89265,              0.0076395,              0.0076395,              0.0076395
                    129,                 1.1368,                 2.5788,                 1.5434,                0.91964,                0.84944,                0.39803,                0.44262,                0.35035,                    0.8,                0.37127,                0.40011,                0.25006,                 1.1244,                 3.2339,                 1.4273,                0.88577,              0.0076192,              0.0076192,              0.0076192
                    130,                  1.132,                 2.5378,                 1.5482,                0.91597,                0.84002,                0.39888,                0.44285,                0.35256,                0.78513,                0.37147,                0.39902,                0.24827,                 1.1204,                   3.23,                 1.4123,                0.88092,              0.0075989,              0.0075989,              0.0075989
                    131,                 1.1253,                 2.5243,                 1.5327,                0.91242,                0.83038,                0.39753,                0.44301,                0.35204,                0.77617,                0.36965,                0.39777,                0.24217,                 1.1177,                 3.2437,                 1.4066,                0.88292,              0.0075786,              0.0075786,              0.0075786
                    132,                 1.1343,                  2.543,                 1.5509,                0.92041,                0.81447,                 0.4024,                0.44296,                0.35447,                 0.7855,                 0.3728,                0.40287,                0.24897,                 1.1069,                 3.2368,                 1.3996,                0.87884,              0.0075583,              0.0075583,              0.0075583
                    133,                 1.1386,                 2.5713,                 1.5468,                0.91869,                0.81083,                0.40528,                0.44314,                0.35341,                0.77413,                0.37178,                0.39859,                0.24653,                 1.1148,                 3.2413,                 1.4106,                0.88394,              0.0075379,              0.0075379,              0.0075379
                    134,                  1.148,                 2.5789,                 1.5646,                0.91838,                0.83554,                0.39738,                0.44214,                0.35295,                0.76273,                0.35981,                0.38198,                0.22893,                 1.1088,                 3.3914,                 1.4113,                0.87936,              0.0075176,              0.0075176,              0.0075176
                    135,                 1.1248,                 2.5339,                 1.5422,                0.91499,                0.84126,                0.39374,                0.44443,                0.35472,                0.75843,                0.35631,                0.38143,                0.21919,                 1.1052,                 3.4966,                 1.4012,                0.87798,              0.0074973,              0.0074973,              0.0074973
                    136,                 1.1362,                 2.5806,                 1.5447,                0.91375,                0.82563,                0.39752,                0.44553,                0.35495,                0.75369,                0.36134,                0.38714,                 0.2252,                 1.1071,                 3.4768,                 1.3966,                0.87978,               0.007477,               0.007477,               0.007477
                    137,                 1.1302,                  2.536,                 1.5245,                 0.9164,                0.83175,                 0.3986,                0.44424,                 0.3526,                0.77104,                0.35971,                0.38281,                0.21966,                 1.1105,                 3.5099,                 1.4082,                0.88404,              0.0074567,              0.0074567,              0.0074567
                    138,                 1.1415,                 2.5702,                 1.5405,                0.91776,                0.84226,                0.40319,                0.44613,                0.35508,                0.76152,                0.36699,                0.38673,                 0.2229,                 1.0991,                 3.4485,                 1.3965,                0.87685,              0.0074363,              0.0074363,              0.0074363
                    139,                 1.1245,                 2.5271,                 1.5156,                0.90756,                 0.8303,                0.40266,                0.44555,                0.35754,                0.74985,                0.36815,                0.38896,                0.22605,                 1.0968,                 3.4424,                 1.3901,                0.87624,               0.007416,               0.007416,               0.007416
                    140,                 1.1317,                 2.5639,                 1.5192,                0.91313,                0.82807,                0.40528,                0.44903,                0.35947,                0.76578,                0.36898,                0.38941,                 0.2259,                 1.0948,                 3.4286,                 1.3746,                 0.8746,              0.0073957,              0.0073957,              0.0073957
                    141,                 1.1156,                 2.5138,                 1.5097,                0.91056,                0.85596,                 0.3976,                0.44815,                0.35862,                0.77811,                0.36027,                0.38464,                0.22208,                 1.0949,                 3.4722,                 1.3786,                0.87557,              0.0073754,              0.0073754,              0.0073754
                    142,                 1.1198,                 2.5272,                 1.5093,                0.91203,                0.85617,                0.39975,                0.44637,                0.35716,                0.78134,                0.35841,                0.37983,                0.21796,                  1.094,                 3.4903,                 1.3749,                0.87819,              0.0073551,              0.0073551,              0.0073551
                    143,                 1.1217,                 2.5484,                 1.5301,                0.91025,                0.85153,                0.39866,                0.44801,                0.35975,                0.79045,                0.35896,                0.38714,                0.22712,                 1.0875,                 3.4179,                 1.3709,                0.87101,              0.0073347,              0.0073347,              0.0073347
                    144,                 1.1119,                 2.5022,                 1.5034,                 0.9109,                0.86274,                 0.4048,                0.45235,                0.36245,                0.79404,                0.36817,                0.39154,                0.23054,                 1.0885,                 3.4365,                  1.373,                0.87137,              0.0073144,              0.0073144,              0.0073144
                    145,                 1.1081,                 2.5156,                 1.4894,                0.90871,                0.83965,                0.40829,                0.45086,                0.35953,                0.77133,                0.36705,                0.38747,                 0.2311,                 1.0913,                  3.446,                 1.3633,                0.87365,              0.0072941,              0.0072941,              0.0072941
                    146,                 1.1089,                 2.5053,                 1.5093,                0.90929,                0.84816,                0.40688,                0.45072,                 0.3606,                0.80043,                0.36878,                0.39402,                0.23209,                 1.0847,                 3.4218,                 1.3644,                0.87057,              0.0072738,              0.0072738,              0.0072738
                    147,                 1.1274,                 2.5626,                 1.5198,                0.90941,                0.82425,                 0.4081,                0.45216,                0.36246,                 0.7751,                0.36829,                0.39666,                0.23494,                 1.0798,                 3.4215,                 1.3592,                0.86836,              0.0072534,              0.0072534,              0.0072534
                    148,                 1.1116,                 2.5149,                 1.4829,                 0.9047,                0.84492,                0.40362,                0.44999,                0.36158,                 0.8192,                   0.36,                0.39375,                0.23131,                 1.0797,                  3.411,                 1.3639,                0.86366,              0.0072331,              0.0072331,              0.0072331
                    149,                 1.1126,                 2.5365,                 1.4804,                0.90657,                0.84201,                0.40636,                0.45111,                0.36118,                0.77398,                0.36581,                0.38982,                0.22843,                 1.0818,                 3.4307,                 1.3664,                0.86689,              0.0072128,              0.0072128,              0.0072128
                    150,                 1.1336,                 2.5613,                 1.5076,                0.90947,                0.81996,                0.41199,                0.45159,                0.36175,                 0.8026,                0.36726,                0.39436,                0.23274,                 1.0837,                 3.4233,                 1.3536,                0.86399,              0.0071925,              0.0071925,              0.0071925
                    151,                 1.1255,                 2.5364,                  1.494,                0.90861,                0.84785,                0.40422,                0.45164,                0.36246,                0.78406,                 0.3691,                0.38792,                0.23039,                 1.0772,                 3.4428,                 1.3568,                0.86363,              0.0071722,              0.0071722,              0.0071722
                    152,                 1.0933,                 2.4864,                  1.479,                0.90134,                0.82919,                0.40565,                0.45181,                0.36283,                0.78653,                0.36885,                0.39559,                0.23387,                 1.0762,                  3.451,                 1.3446,                0.86491,              0.0071518,              0.0071518,              0.0071518
                    153,                  1.102,                 2.4969,                 1.4688,                 0.9008,                0.83785,                0.40708,                 0.4483,                0.36018,                0.76472,                0.36742,                0.38665,                0.22516,                 1.0788,                  3.472,                 1.3592,                0.86761,              0.0071315,              0.0071315,              0.0071315
                    154,                 1.1038,                 2.5257,                 1.4861,                0.90277,                0.83285,                0.40928,                0.45094,                0.36061,                0.78219,                0.36047,                0.38397,                0.21879,                 1.0761,                 3.5369,                 1.3422,                0.86499,              0.0071112,              0.0071112,              0.0071112
